taxon,lineage,conflict,ambiguity_score,scorpio_call,scorpio_support,scorpio_conflict,version,pangolin_version,pangoLEARN_version,pango_version,status,note
Switzerland/BL-ETHZ-33530048/2021,AY.23,,,Delta (B.1.617.2-like),0.846200,0.153800,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 0; Oth alleles 0
USA/NV-NSPHL-374592/2021,AY.13,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
USA/NV-NSPHL-LV385484/2021,AY.16,,,Delta (B.1.617.2-like),0.923100,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
USA/WA-S10199/2021,AY.16,,,Delta (B.1.617.2-like),0.923100,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
USA/WA-CDC-UW21072024759/2021,AY.20,,,Delta (B.1.617.2-like),0.923100,0.076900,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0
USA/WA-CDC-UW21072096323/2021,AY.20,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
USA/WA-CDC-UW21072096587/2021,AY.16,,,Delta (B.1.617.2-like),0.923100,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
Switzerland/BS-UHB-42958238/2021,AZ.2,,,B.1.1.318-like,0.842100,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 16; Ref alleles 0; Amb alleles 0; Oth alleles 3
USA/MA-CDCBI-CRSP_PPI723S7JGUOEQBD/2021,AY.25,,,Delta (B.1.617.2-like),0.923100,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
USA/WA-S10213/2021,AY.16,,,Delta (B.1.617.2-like),0.923100,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
USA/AK-PHL10566/2021,AY.25,,,Delta (B.1.617.2-like),0.846200,0.153800,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 0; Oth alleles 0
Switzerland/SO-UHB-42963827/2021,AZ.2,,,B.1.1.318-like,0.842100,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 16; Ref alleles 0; Amb alleles 0; Oth alleles 3
USA/AR-UMGC-7037/2021,AY.26,,,Delta (B.1.617.2-like),0.923100,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
Switzerland/BS-UHB-42964633/2021,AZ.2,,,B.1.1.318-like,0.842100,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 16; Ref alleles 0; Amb alleles 0; Oth alleles 3
Switzerland/TI-EOC-26080728/2021,AY.7.2,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Switzerland/BE-ETHZ-33560578/2021,AY.23,,,Delta (B.1.617.2-like),0.923100,0.076900,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0
Switzerland/SO-ETHZ-33563717/2021,AY.23,,,Delta (B.1.617.2-like),0.923100,0.076900,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0
Switzerland/SO-ETHZ-33572717/2021,AY.23,,,Delta (B.1.617.2-like),0.923100,0.076900,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0
USA/MA-CDCBI-CRSP_HFHW2CAGMVLLFGWU/2021,AY.25,,,Delta (B.1.617.2-like),0.923100,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
USA/MA-CDCBI-CRSP_HXTCN7MDCOLSS355/2021,AY.25,,,Delta (B.1.617.2-like),0.923100,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
USA/MA-CDCBI-CRSP_ZAO452NC4GN4PF6V/2021,AY.25,,,Delta (B.1.617.2-like),0.923100,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
USA/FL-CDC-QDX27127652/2021,AY.26,,,Delta (B.1.617.2-like),0.923100,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
USA/NV-NSPHL-375819/2021,AY.16,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Switzerland/TI-EOC-26073160/2021,AY.7.2,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
USA/MA-CDCBI-CRSP_AUSOGFQGBZWNIPIZ/2021,AY.25,,,Delta (B.1.617.2-like),0.923100,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
USA/GA-GPHL-0816/2021,AY.26,,,Delta (B.1.617.2-like),0.923100,0.076900,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0
Switzerland/VD-CHUV-GEN5878/2021,AY.16,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Switzerland/TI-EOC-26076212/2021,AY.7.2,,,Delta (B.1.617.2-like),0.923100,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
England/RAND-1AE37C5/2021,AY.17,,,Delta (B.1.617.2-like),0.923100,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
USA/WA-S10278/2021,AY.14,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
England/MILK-1A71F00/2021,AY.16,,,Delta (B.1.617.2-like),0.923100,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
Switzerland/BE-IFIK-1678-4444/2021,AY.7.2,,,Delta (B.1.617.2-like),0.923100,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
Switzerland/SO-ETHZ-33626562/2021,AY.23,,,Delta (B.1.617.2-like),0.923100,0.076900,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0
USA/MN-CDC-IBX943968372354/2021,AY.13,,,Delta (B.1.617.2-like),0.923100,0.076900,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0
USA/TX-DSHS-7394/2021,AY.25,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
USA/TX-DSHS-7488/2021,AY.25,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
USA/WA-CDC-UW21080199575/2021,AY.25,,,Delta (B.1.617.2-like),0.923100,0.076900,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0
USA/WA-CDC-UW21080133172/2021,AY.26,,,Delta (B.1.617.2-like),0.923100,0.076900,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0
Switzerland/GE-HUG-34934186/2021,AY.23,,,Delta (B.1.617.2-like),0.923100,0.076900,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0
USA/MA-CDCBI-CRSP_KSJJFHG4OMRC5KA5/2021,AY.26,,,Delta (B.1.617.2-like),0.923100,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
USA/MT-CDC-IBX970631748267/2021,AY.13,,,Delta (B.1.617.2-like),0.769200,0.076900,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 10; Ref alleles 1; Amb alleles 2; Oth alleles 0
USA/CA-CDC-FG-059787/2021,AY.20,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
USA/CA-CDC-FG-058148/2021,AY.26,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
USA/TX-DSHS-7467/2021,AY.25,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
USA/TX-DSHS-7471/2021,AY.25,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
USA/TX-DSHS-7472/2021,AY.25,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
USA/TX-DSHS-7474/2021,AY.25,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
USA/GA-GPHL-0984/2021,AY.25,,,Delta (B.1.617.2-like),0.923100,0.076900,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0
USA/WA-CDC-UW21080289730/2021,AY.25,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
USA/MN-MDH-9635/2021,AY.16,,,Delta (B.1.617.2-like),0.923100,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
USA/CA-CDC-FG-059510/2021,AY.13,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
USA/CA-CDC-FG-059488/2021,AY.20,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
USA/CA-CDC-FG-059448/2021,AY.20,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
USA/CA-CDC-FG-059471/2021,AY.20,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
USA/CA-CDC-FG-059518/2021,AY.20,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
USA/CA-CDC-FG-059567/2021,AY.20,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
USA/CA-CDC-FG-059631/2021,AY.20,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
USA/CA-CDC-FG-059642/2021,AY.20,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
USA/CA-CDC-FG-059776/2021,AY.13,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
USA/CA-CDC-FG-059889/2021,AY.20,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
USA/CA-CDC-FG-059994/2021,AY.20,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
USA/CA-CDC-FG-059794/2021,AY.20,,,Delta (B.1.617.2-like),0.923100,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
USA/CA-CDC-FG-059999/2021,AY.20,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
USA/CA-CDC-FG-059829/2021,AY.20,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
USA/CA-CDC-FG-059824/2021,AY.13,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
USA/CA-CDC-FG-059992/2021,AY.13,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
USA/CA-CDC-FG-060023/2021,AY.20,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
USA/CA-CDC-FG-059929/2021,AY.20,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
USA/CA-CDC-FG-059927/2021,AY.13,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
USA/CA-CDC-FG-060027/2021,AY.20,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
USA/MA-CDCBI-CRSP_3CGDGYVEHCADEWO4/2021,AY.26,,,Delta (B.1.617.2-like),0.846200,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 1; Oth alleles 1
USA/MA-CDCBI-CRSP_H4SCD43SVQI4OFYP/2021,AY.26,,,Delta (B.1.617.2-like),0.923100,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
USA/MA-CDCBI-CRSP_NZ27QKWBI5QR5GHM/2021,AY.26,,,Delta (B.1.617.2-like),0.923100,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
USA/MA-CDCBI-CRSP_XGD7EAO2X4CCLVW2/2021,AY.26,,,Delta (B.1.617.2-like),0.923100,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
Switzerland/SG-CLM-08049001/2021,AY.13,,,Delta (B.1.617.2-like),0.923100,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
Switzerland/ZH-UZH-IMV-3ba4d894/2021,AY.20,,,Delta (B.1.617.2-like),0.846200,0.076900,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 11; Ref alleles 1; Amb alleles 0; Oth alleles 1
USA/CA-CDC-FG-063608/2021,AY.25,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
USA/CA-CDC-FG-063544/2021,AY.25,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
USA/CA-CDC-FG-063569/2021,AY.26,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
USA/CA-CDC-FG-063757/2021,AY.26,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
USA/CA-CDC-FG-064031/2021,AY.25,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
USA/CA-CDC-FG-064083/2021,AY.25,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
USA/CA-CDC-FG-064139/2021,AY.25,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
USA/CA-CDC-FG-064565/2021,AY.25,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
USA/CA-CDC-FG-064220/2021,AY.26,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
USA/CA-CDC-FG-064311/2021,AY.25,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Switzerland/SG-CLM-08054569/2021,AY.23,,,Delta (B.1.617.2-like),0.923100,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
USA/MN-MDH-9850/2021,AY.26,,,Delta (B.1.617.2-like),0.923100,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
USA/MA-CDCBI-CRSP_SUTNEMX5JQU4AGWN/2021,AY.26,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
USA/CA-CDC-FG-069943/2021,AY.26,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
OU451232,AY.33,,,Delta (B.1.617.2-like),0.923100,0.076900,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0
THA/AFRIMS-COV2095/2021,AY.30,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
OU451387,AY.41,,,Delta (B.1.617.2-like),0.923100,0.076900,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0
England/PLYM-1A099F0/2021,B.1.617.2,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
OU570635,AY.41,,,Delta (B.1.617.2-like),0.923100,0.076900,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0
USA/MA-CDCBI-CRSP_WG4VOXQRQ2RV7QGN/2021,AY.39,,,Delta (B.1.617.2-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
CHN/Hefei-241/2020,B,0.0,1.0,,,,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,
HongKong/HKPU-00028/2020,B,0.0,0.9996771068776235,,,,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,
England/BRIS-1217F4/2020,B.1,0.0,0.9925203252032521,,,,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,
Netherlands/NoordBrabant_13/2020,B.1.8,0.0,0.9902216427640157,,,,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,
England/BRIS-1221D7/2020,B,0.0,0.9961114711600778,,,,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,
Iceland/1502/2020,B.47,0.0,1.0,,,,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,
Iceland/682/2020,B.40,0.0,1.0,,,,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,
USA/UT-00501/2020,B.1,0.0,0.9954604409857328,,,,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,
Netherlands/Utrecht_38/2020,B.1.22,0.0,1.0,,,,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,
USA/WA-UW-5500321/2020,B.1,0.0,1.0,,,,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,
Iceland/935/2020,B.1,0.0,0.9951346091469349,,,,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,
USA/TX-DSHS-3940/2020,B.1.2,0.0,1.0,,,,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,
AUS/GC-277/2020,D.2,0.0,0.9925203252032521,,,,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,
AUS/GC-292/2020,D.2,0.0,1.0,,,,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,
AUS/VIC10165/2020,D.2,0.0,1.0,,,,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,
Switzerland/ZH-ETHZ-270192/2020,B.1.1.70,0.0,0.9802501645819618,,,,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,
USA/TG759155/2020,B.1.399,0.0,0.9762062128222075,,,,PLEARN-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,
